72.0, 76.0
3.0, 99.0
26.0, 5.0
12.0, 80.0
97.0, 90.0
83.0, 24.0
72.0, 71.0
83.0, 92.0
22.0, 83.0
57.0, 7.0
68.0, 23.0
5.0, 49.0
68.0, 36.0
88.0, 92.0
59.0, 34.0
43.0, 46.0
48.0, 3.0
33.0, 89.0
84.0, 4.0
18.0, 6.0
80.0, 55.0
90.0, 67.0
78.0, 72.0
63.0, 23.0
93.0, 72.0
30.0, 25.0
37.0, 61.0
87.0, 42.0
89.0, 17.0
41.0, 93.0
29.0, 79.0
19.0, 30.0
17.0, 60.0
13.0, 13.0
77.0, 38.0
49.0, 21.0
80.0, 48.0
53.0, 85.0
66.0, 89.0
1.0, 37.0
11.0, 54.0
46.0, 50.0
95.0, 8.0
97.0, 24.0
97.0, 76.0
96.0, 45.0
39.0, 88.0
2.0, 54.0
81.0, 23.0
55.0, 79.0
29.0, 17.0
46.0, 95.0
45.0, 79.0
26.0, 41.0
35.0, 34.0
98.0, 43.0
86.0, 44.0
97.0, 41.0
90.0, 79.0
62.0, 57.0
39.0, 30.0
66.0, 20.0
60.0, 30.0
82.0, 80.0
80.0, 80.0
36.0, 53.0
80.0, 99.0
63.0, 97.0
20.0, 7.0
14.0, 68.0
1.0, 58.0
61.0, 4.0
2.0, 39.0
21.0, 37.0
27.0, 14.0
96.0, 63.0
11.0, 28.0
16.0, 94.0
29.0, 71.0
63.0, 71.0
21.0, 84.0
40.0, 88.0
70.0, 44.0
3.0, 30.0
50.0, 63.0
9.0, 98.0
18.0, 61.0
94.0, 87.0
29.0, 94.0
91.0, 41.0
53.0, 79.0
75.0, 36.0
40.0, 3.0
89.0, 14.0
45.0, 32.0
45.0, 28.0
50.0, 72.0
40.0, 52.0
95.0, 91.0
39.0, 47.0
10.0, 16.0
90.0, 80.0
89.0, 51.0
41.0, 9.0
13.0, 15.0
66.0, 22.0
1.0, 11.0
48.0, 45.0
95.0, 79.0
59.0, 87.0
21.0, 10.0
64.0, 75.0
80.0, 63.0
1.0, 11.0
23.0, 91.0
84.0, 9.0
32.0, 5.0
80.0, 20.0
71.0, 80.0
34.0, 95.0
73.0, 25.0
33.0, 65.0
40.0, 45.0
15.0, 13.0
15.0, 20.0
55.0, 6.0
37.0, 10.0
64.0, 35.0
33.0, 57.0
68.0, 99.0
72.0, 54.0
52.0, 4.0
8.0, 71.0
6.0, 87.0
32.0, 27.0
61.0, 92.0
12.0, 15.0
21.0, 49.0
79.0, 87.0
64.0, 53.0
52.0, 72.0
26.0, 8.0
60.0, 92.0
37.0, 2.0
60.0, 37.0
74.0, 67.0
47.0, 70.0
19.0, 19.0
39.0, 95.0
19.0, 54.0
67.0, 36.0
35.0, 99.0
75.0, 58.0
54.0, 99.0
36.0, 6.0
4.0, 84.0
26.0, 67.0
37.0, 43.0
11.0, 2.0
63.0, 4.0
25.0, 54.0
23.0, 4.0
36.0, 23.0
98.0, 84.0
49.0, 1.0
13.0, 48.0
49.0, 7.0
87.0, 72.0
27.0, 64.0
87.0, 51.0
39.0, 92.0
6.0, 48.0
35.0, 54.0
68.0, 56.0
85.0, 69.0
26.0, 61.0
97.0, 90.0
75.0, 64.0
57.0, 74.0
56.0, 81.0
19.0, 90.0
19.0, 74.0
57.0, 8.0
2.0, 54.0
41.0, 25.0
83.0, 8.0
49.0, 93.0
17.0, 12.0
76.0, 15.0
65.0, 11.0
83.0, 97.0
7.0, 14.0
46.0, 17.0
24.0, 51.0
40.0, 15.0
54.0, 27.0
25.0, 33.0
35.0, 30.0
43.0, 8.0
80.0, 41.0
7.0, 33.0
53.0, 87.0
96.0, 53.0
19.0, 44.0
81.0, 53.0
26.0, 51.0
15.0, 6.0
68.0, 99.0
81.0, 46.0
35.0, 61.0
90.0, 5.0
26.0, 8.0
85.0, 90.0
88.0, 57.0
47.0, 3.0
63.0, 61.0
33.0, 27.0
55.0, 8.0
18.0, 13.0
66.0, 62.0
93.0, 76.0
27.0, 3.0
22.0, 29.0
58.0, 70.0
31.0, 98.0
93.0, 23.0
21.0, 81.0
11.0, 70.0
87.0, 56.0
50.0, 21.0
65.0, 15.0
51.0, 7.0
54.0, 80.0
16.0, 48.0
8.0, 24.0
35.0, 10.0
60.0, 69.0
25.0, 6.0
39.0, 47.0
56.0, 30.0
99.0, 21.0
87.0, 94.0
36.0, 74.0
10.0, 63.0
51.0, 96.0
19.0, 97.0
18.0, 41.0
60.0, 5.0
9.0, 85.0
17.0, 69.0
86.0, 30.0
87.0, 6.0
37.0, 52.0
78.0, 45.0
59.0, 25.0
26.0, 27.0
64.0, 15.0
24.0, 77.0
38.0, 81.0
15.0, 81.0
45.0, 56.0
30.0, 83.0
82.0, 84.0
44.0, 5.0
39.0, 98.0
90.0, 56.0
44.0, 49.0
95.0, 29.0
63.0, 71.0
43.0, 25.0
40.0, 8.0
86.0, 36.0
4.0, 18.0
3.0, 62.0
99.0, 1.0
68.0, 80.0
95.0, 21.0
21.0, 31.0
43.0, 87.0
61.0, 20.0
26.0, 57.0
36.0, 57.0
62.0, 1.0
65.0, 8.0
12.0, 51.0
59.0, 99.0
52.0, 90.0
32.0, 2.0
61.0, 2.0
27.0, 4.0
71.0, 88.0
17.0, 43.0
1.0, 98.0
38.0, 89.0
32.0, 83.0
69.0, 98.0
81.0, 24.0
55.0, 87.0
78.0, 42.0
56.0, 60.0
56.0, 25.0
74.0, 16.0
5.0, 30.0
67.0, 41.0
98.0, 35.0
54.0, 33.0
99.0, 15.0
83.0, 7.0
18.0, 99.0
72.0, 8.0
28.0, 28.0
21.0, 99.0
73.0, 59.0
86.0, 80.0
82.0, 81.0
56.0, 24.0
14.0, 67.0
72.0, 73.0
8.0, 98.0
8.0, 93.0
76.0, 20.0
41.0, 19.0
73.0, 79.0
95.0, 79.0
69.0, 68.0
46.0, 13.0
72.0, 89.0
30.0, 70.0
74.0, 23.0
27.0, 52.0
47.0, 66.0
92.0, 64.0
98.0, 5.0
22.0, 77.0
6.0, 72.0
59.0, 10.0
35.0, 14.0
80.0, 44.0
53.0, 35.0
56.0, 34.0
58.0, 49.0
88.0, 58.0
73.0, 90.0
21.0, 86.0
74.0, 99.0
62.0, 79.0
29.0, 36.0
20.0, 24.0
47.0, 4.0
28.0, 79.0
74.0, 59.0
54.0, 53.0
39.0, 86.0
13.0, 14.0
23.0, 97.0
71.0, 16.0
59.0, 55.0
68.0, 60.0
56.0, 70.0
54.0, 26.0
89.0, 68.0
45.0, 76.0
8.0, 13.0
48.0, 18.0
25.0, 67.0
4.0, 63.0
37.0, 46.0
32.0, 69.0
85.0, 75.0
21.0, 22.0
83.0, 12.0
27.0, 84.0
99.0, 61.0
39.0, 49.0
46.0, 80.0
47.0, 83.0
25.0, 27.0
95.0, 44.0
32.0, 11.0
3.0, 46.0
25.0, 29.0
17.0, 46.0
36.0, 74.0
76.0, 23.0
21.0, 13.0
42.0, 27.0
63.0, 43.0
60.0, 85.0
93.0, 44.0
97.0, 95.0
89.0, 94.0
41.0, 9.0
58.0, 10.0
38.0, 13.0
32.0, 21.0
25.0, 23.0
42.0, 58.0
83.0, 84.0
6.0, 54.0
54.0, 57.0
24.0, 36.0
22.0, 83.0
16.0, 66.0
18.0, 53.0
62.0, 38.0
60.0, 5.0
21.0, 81.0
98.0, 53.0
58.0, 46.0
64.0, 56.0
64.0, 34.0
96.0, 98.0
43.0, 76.0
47.0, 22.0
43.0, 2.0
84.0, 34.0
46.0, 11.0
28.0, 82.0
8.0, 93.0
36.0, 97.0
6.0, 2.0
49.0, 79.0
83.0, 83.0
17.0, 93.0
80.0, 33.0
74.0, 34.0
8.0, 19.0
21.0, 43.0
68.0, 9.0
51.0, 89.0
42.0, 64.0
67.0, 44.0
58.0, 98.0
96.0, 77.0
27.0, 49.0
2.0, 46.0
95.0, 49.0
82.0, 91.0
97.0, 11.0
91.0, 21.0
56.0, 73.0
41.0, 47.0
5.0, 6.0
33.0, 99.0
59.0, 34.0
7.0, 5.0
71.0, 21.0
34.0, 77.0
83.0, 6.0
67.0, 1.0
98.0, 10.0
92.0, 67.0
96.0, 52.0
13.0, 42.0
27.0, 7.0
40.0, 44.0
8.0, 69.0
52.0, 81.0
32.0, 84.0
92.0, 28.0
92.0, 32.0
83.0, 82.0
3.0, 34.0
44.0, 47.0
77.0, 9.0
82.0, 81.0
61.0, 10.0
63.0, 6.0
80.0, 51.0
87.0, 4.0
32.0, 4.0
28.0, 8.0
88.0, 36.0
85.0, 61.0
42.0, 98.0
28.0, 8.0
8.0, 62.0
